Font: cinecaption  Style: Regular
Point Size: 57   SP/PD Ratio: 8.8%

Characters included: 4288/7145
Missing characters: 2857
Excluded characters: 0

Characters missing from font file:
----------------------------------------
ID: 12316	Hex: 301C	Char [〜]
ID: 24575	Hex: 5FFF	Char [忿]
ID: 24609	Hex: 6021	Char [怡]
ID: 24672	Hex: 6060	Char [恠]
ID: 24894	Hex: 613E	Char [愾]
ID: 24872	Hex: 6128	Char [愨]
ID: 24871	Hex: 6127	Char [愧]
ID: 24906	Hex: 614A	Char [慊]
ID: 24895	Hex: 613F	Char [愿]
ID: 24876	Hex: 612C	Char [愬]
ID: 24884	Hex: 6134	Char [愴]
ID: 24893	Hex: 613D	Char [愽]
ID: 24898	Hex: 6142	Char [慂]
ID: 24900	Hex: 6144	Char [慄]
ID: 24947	Hex: 6173	Char [慳]
ID: 24951	Hex: 6177	Char [慷]
ID: 24920	Hex: 6158	Char [慘]
ID: 24921	Hex: 6159	Char [慙]
ID: 24922	Hex: 615A	Char [慚]
ID: 24939	Hex: 616B	Char [慫]
ID: 24948	Hex: 6174	Char [慴]
ID: 24943	Hex: 616F	Char [慯]
ID: 24933	Hex: 6165	Char [慥]
ID: 24945	Hex: 6171	Char [慱]
ID: 24927	Hex: 615F	Char [慟]
ID: 24925	Hex: 615D	Char [慝]
ID: 24915	Hex: 6153	Char [慓]
ID: 24949	Hex: 6175	Char [慵]
ID: 24985	Hex: 6199	Char [憙]
ID: 24982	Hex: 6196	Char [憖]
ID: 24967	Hex: 6187	Char [憇]
ID: 25288	Hex: 62C8	Char [拈]
ID: 25308	Hex: 62DC	Char [拜]
ID: 25292	Hex: 62CC	Char [拌]
ID: 25290	Hex: 62CA	Char [拊]
ID: 25282	Hex: 62C2	Char [拂]
ID: 25287	Hex: 62C7	Char [拇]
ID: 25243	Hex: 629B	Char [抛]
ID: 25356	Hex: 630C	Char [挌]
ID: 25326	Hex: 62EE	Char [拮]
ID: 25329	Hex: 62F1	Char [拱]
ID: 25383	Hex: 6327	Char [挧]
ID: 25346	Hex: 6302	Char [挂]
ID: 25352	Hex: 6308	Char [挈]
ID: 25327	Hex: 62EF	Char [拯]
ID: 25333	Hex: 62F5	Char [拵]
ID: 25424	Hex: 6350	Char [捐]
ID: 25421	Hex: 634D	Char [捍]
ID: 25628	Hex: 641C	Char [搜]
ID: 25423	Hex: 634F	Char [捏]
ID: 25494	Hex: 6396	Char [掖]
ID: 25472	Hex: 6380	Char [掀]
ID: 25515	Hex: 63AB	Char [掫]
ID: 25462	Hex: 6376	Char [捶]
ID: 25507	Hex: 63A3	Char [掣]
ID: 25503	Hex: 639F	Char [掟]
ID: 25525	Hex: 63B5	Char [掵]
ID: 25451	Hex: 636B	Char [捫]
ID: 25910	Hex: 6536	Char [收]
ID: 25912	Hex: 6538	Char [攸]
ID: 30027	Hex: 754B	Char [畋]
ID: 25928	Hex: 6548	Char [效]
ID: 25942	Hex: 6556	Char [敖]
ID: 25941	Hex: 6555	Char [敕]
ID: 25933	Hex: 654D	Char [敍]
ID: 25944	Hex: 6558	Char [敘]
ID: 25970	Hex: 6572	Char [敲]
ID: 25976	Hex: 6578	Char [數]
ID: 25986	Hex: 6582	Char [斂]
ID: 25987	Hex: 6583	Char [斃]
ID: 35722	Hex: 8B8A	Char [變]
ID: 26011	Hex: 659B	Char [斛]
ID: 26015	Hex: 659F	Char [斟]
ID: 26027	Hex: 65AB	Char [斫]
ID: 26039	Hex: 65B7	Char [斷]
ID: 26051	Hex: 65C3	Char [旃]
ID: 26054	Hex: 65C6	Char [旆]
ID: 26052	Hex: 65C4	Char [旄]
ID: 26060	Hex: 65CC	Char [旌]
ID: 26066	Hex: 65D2	Char [旒]
ID: 26073	Hex: 65D9	Char [旙]
ID: 26537	Hex: 67A9	Char [枩]
ID: 26492	Hex: 677C	Char [杼]
ID: 26474	Hex: 676A	Char [杪]
ID: 26508	Hex: 678C	Char [枌]
ID: 26551	Hex: 67B7	Char [枷]
ID: 26548	Hex: 67B4	Char [枴]
ID: 26604	Hex: 67EC	Char [柬]
ID: 26547	Hex: 67B3	Char [枳]
ID: 26601	Hex: 67E9	Char [柩]
ID: 26552	Hex: 67B8	Char [枸]
ID: 26596	Hex: 67E4	Char [柤]
ID: 26589	Hex: 67DD	Char [柝]
ID: 26594	Hex: 67E2	Char [柢]
ID: 26606	Hex: 67EE	Char [柮]
ID: 26553	Hex: 67B9	Char [枹]
ID: 26574	Hex: 67CE	Char [柎]
ID: 26566	Hex: 67C6	Char [柆]
ID: 26694	Hex: 6846	Char [框]
ID: 26688	Hex: 6840	Char [桀]
ID: 26701	Hex: 684D	Char [桍]
ID: 26674	Hex: 6832	Char [栲]
ID: 26974	Hex: 695E	Char [楞]
ID: 26973	Hex: 695D	Char [楝]
ID: 27009	Hex: 6981	Char [榁]
ID: 27058	Hex: 69B2	Char [榲]
ID: 27073	Hex: 69C1	Char [槁]
ID: 27091	Hex: 69D3	Char [槓]
ID: 27070	Hex: 69BE	Char [榾]
ID: 27086	Hex: 69CE	Char [槎]
ID: 23528	Hex: 5BE8	Char [寨]
ID: 27082	Hex: 69CA	Char [槊]
ID: 27101	Hex: 69DD	Char [槝]
ID: 27067	Hex: 69BB	Char [榻]
ID: 27075	Hex: 69C3	Char [槃]
ID: 27047	Hex: 69A7	Char [榧]
ID: 27182	Hex: 6A2E	Char [樮]
ID: 27025	Hex: 6991	Char [榑]
ID: 27040	Hex: 69A0	Char [榠]
ID: 27036	Hex: 699C	Char [榜]
ID: 27029	Hex: 6995	Char [榕]
ID: 27102	Hex: 69DE	Char [槞]
ID: 27112	Hex: 69E8	Char [槨]
ID: 27138	Hex: 6A02	Char [樂]
ID: 27163	Hex: 6A1B	Char [樛]
ID: 27135	Hex: 69FF	Char [槿]
ID: 27402	Hex: 6B0A	Char [權]
ID: 27129	Hex: 69F9	Char [槹]
ID: 27481	Hex: 6B59	Char [歙]
ID: 27476	Hex: 6B54	Char [歔]
ID: 27483	Hex: 6B5B	Char [歛]
ID: 27487	Hex: 6B5F	Char [歟]
ID: 27489	Hex: 6B61	Char [歡]
ID: 27512	Hex: 6B78	Char [歸]
ID: 27513	Hex: 6B79	Char [歹]
ID: 27519	Hex: 6B7F	Char [歿]
ID: 27520	Hex: 6B80	Char [殀]
ID: 27524	Hex: 6B84	Char [殄]
ID: 27523	Hex: 6B83	Char [殃]
ID: 27533	Hex: 6B8D	Char [殍]
ID: 27544	Hex: 6B98	Char [殘]
ID: 27541	Hex: 6B95	Char [殕]
ID: 27550	Hex: 6B9E	Char [殞]
ID: 27556	Hex: 6BA4	Char [殤]
ID: 27562	Hex: 6BAA	Char [殪]
ID: 27563	Hex: 6BAB	Char [殫]
ID: 27567	Hex: 6BAF	Char [殯]
ID: 27580	Hex: 6BBC	Char [殼]
ID: 27590	Hex: 6BC6	Char [毆]
ID: 27595	Hex: 6BCB	Char [毋]
ID: 27603	Hex: 6BD3	Char [毓]
ID: 27615	Hex: 6BDF	Char [毟]
ID: 27627	Hex: 6BEB	Char [毫]
ID: 27635	Hex: 6BF3	Char [毳]
ID: 27631	Hex: 6BEF	Char [毯]
ID: 28134	Hex: 6DE6	Char [淦]
ID: 28088	Hex: 6DB8	Char [涸]
ID: 28102	Hex: 6DC6	Char [淆]
ID: 28140	Hex: 6DEC	Char [淬]
ID: 28126	Hex: 6DDE	Char [淞]
ID: 28108	Hex: 6DCC	Char [淌]
ID: 28136	Hex: 6DE8	Char [淨]
ID: 28114	Hex: 6DD2	Char [淒]
ID: 28101	Hex: 6DC5	Char [淅]
ID: 28154	Hex: 6DFA	Char [淺]
ID: 28121	Hex: 6DD9	Char [淙]
ID: 28132	Hex: 6DE4	Char [淤]
ID: 28117	Hex: 6DD5	Char [淕]
ID: 28138	Hex: 6DEA	Char [淪]
ID: 28142	Hex: 6DEE	Char [淮]
ID: 28205	Hex: 6E2D	Char [渭]
ID: 28270	Hex: 6E6E	Char [湮]
ID: 28206	Hex: 6E2E	Char [渮]
ID: 28185	Hex: 6E19	Char [渙]
ID: 28274	Hex: 6E72	Char [湲]
ID: 28255	Hex: 6E5F	Char [湟]
ID: 28222	Hex: 6E3E	Char [渾]
ID: 28195	Hex: 6E23	Char [渣]
ID: 28278	Hex: 6E76	Char [湶]
ID: 28237	Hex: 6E4D	Char [湍]
ID: 28191	Hex: 6E1F	Char [渟]
ID: 28227	Hex: 6E43	Char [湃]
ID: 28218	Hex: 6E3A	Char [渺]
ID: 28238	Hex: 6E4E	Char [湎]
ID: 28196	Hex: 6E24	Char [渤]
ID: 28654	Hex: 6FEE	Char [濮]
ID: 28635	Hex: 6FDB	Char [濛]
ID: 28681	Hex: 7009	Char [瀉]
ID: 28683	Hex: 700B	Char [瀋]
ID: 28666	Hex: 6FFA	Char [濺]
ID: 28689	Hex: 7011	Char [瀑]
ID: 28673	Hex: 7001	Char [瀁]
ID: 28687	Hex: 700F	Char [瀏]
ID: 28670	Hex: 6FFE	Char [濾]
ID: 28699	Hex: 701B	Char [瀛]
ID: 28698	Hex: 701A	Char [瀚]
ID: 28701	Hex: 701D	Char [瀝]
ID: 28696	Hex: 7018	Char [瀘]
ID: 28703	Hex: 701F	Char [瀟]
ID: 28720	Hex: 7030	Char [瀰]
ID: 28734	Hex: 703E	Char [瀾]
ID: 28722	Hex: 7032	Char [瀲]
ID: 28753	Hex: 7051	Char [灑]
ID: 28771	Hex: 7063	Char [灣]
ID: 28825	Hex: 7099	Char [炙]
ID: 28847	Hex: 70AF	Char [炯]
ID: 28913	Hex: 70F1	Char [烱]
ID: 28856	Hex: 70B8	Char [炸]
ID: 28851	Hex: 70B3	Char [炳]
ID: 28895	Hex: 70DF	Char [烟]
ID: 28875	Hex: 70CB	Char [烋]
ID: 28893	Hex: 70DD	Char [烝]
ID: 29390	Hex: 72CE	Char [狎]
ID: 29394	Hex: 72D2	Char [狒]
ID: 29408	Hex: 72E0	Char [狠]
ID: 29431	Hex: 72F7	Char [狷]
ID: 20495	Hex: 500F	Char [倏]
ID: 29463	Hex: 7317	Char [猗]
ID: 29450	Hex: 730A	Char [猊]
ID: 29468	Hex: 731C	Char [猜]
ID: 29462	Hex: 7316	Char [猖]
ID: 29469	Hex: 731D	Char [猝]
ID: 29492	Hex: 7334	Char [猴]
ID: 29487	Hex: 732F	Char [猯]
ID: 29518	Hex: 734E	Char [獎]
ID: 40664	Hex: 9ED8	Char [默]
ID: 29527	Hex: 7357	Char [獗]
ID: 29546	Hex: 736A	Char [獪]
ID: 29544	Hex: 7368	Char [獨]
ID: 29552	Hex: 7370	Char [獰]
ID: 29560	Hex: 7378	Char [獸]
ID: 29557	Hex: 7375	Char [獵]
ID: 29563	Hex: 737B	Char [獻]
ID: 29562	Hex: 737A	Char [獺]
ID: 29619	Hex: 73B3	Char [玳]
ID: 29646	Hex: 73CE	Char [珎]
ID: 30055	Hex: 7567	Char [畧]
ID: 30059	Hex: 756B	Char [畫]
ID: 30061	Hex: 756D	Char [畭]
ID: 30072	Hex: 7578	Char [畸]
ID: 30086	Hex: 7586	Char [疆]
ID: 30087	Hex: 7587	Char [疇]
ID: 30068	Hex: 7574	Char [畴]
ID: 30090	Hex: 758A	Char [疊]
ID: 30089	Hex: 7589	Char [疉]
ID: 30082	Hex: 7582	Char [疂]
ID: 30468	Hex: 7704	Char [眄]
ID: 30500	Hex: 7724	Char [眤]
ID: 30501	Hex: 7725	Char [眥]
ID: 30502	Hex: 7726	Char [眦]
ID: 30491	Hex: 771B	Char [眛]
ID: 30519	Hex: 7737	Char [眷]
ID: 30535	Hex: 7747	Char [睇]
ID: 30554	Hex: 775A	Char [睚]
ID: 30571	Hex: 776B	Char [睫]
ID: 30555	Hex: 775B	Char [睛]
ID: 30565	Hex: 7765	Char [睥]
ID: 30591	Hex: 777F	Char [睿]
ID: 30590	Hex: 777E	Char [睾]
ID: 30585	Hex: 7779	Char [睹]
ID: 30606	Hex: 778E	Char [瞎]
ID: 30603	Hex: 778B	Char [瞋]
ID: 30624	Hex: 77A0	Char [瞠]
ID: 30640	Hex: 77B0	Char [瞰]
ID: 30646	Hex: 77B6	Char [瞶]
ID: 30649	Hex: 77B9	Char [瞹]
ID: 30655	Hex: 77BF	Char [瞿]
ID: 30652	Hex: 77BC	Char [瞼]
ID: 30653	Hex: 77BD	Char [瞽]
ID: 30651	Hex: 77BB	Char [瞻]
ID: 30663	Hex: 77C7	Char [矇]
ID: 30669	Hex: 77CD	Char [矍]
ID: 31201	Hex: 79E1	Char [秡]
ID: 31203	Hex: 79E3	Char [秣]
ID: 31240	Hex: 7A08	Char [稈]
ID: 31245	Hex: 7A0D	Char [稍]
ID: 31256	Hex: 7A18	Char [稘]
ID: 31257	Hex: 7A19	Char [稙]
ID: 31264	Hex: 7A20	Char [稠]
ID: 31104	Hex: 7980	Char [禀]
ID: 31291	Hex: 7A3B	Char [稻]
ID: 31294	Hex: 7A3E	Char [稾]
ID: 31287	Hex: 7A37	Char [稷]
ID: 31299	Hex: 7A43	Char [穃]
ID: 31319	Hex: 7A57	Char [穗]
ID: 31305	Hex: 7A49	Char [穉]
ID: 31329	Hex: 7A61	Char [穡]
ID: 31337	Hex: 7A69	Char [穩]
ID: 40861	Hex: 9F9D	Char [龝]
ID: 31353	Hex: 7A79	Char [穹]
ID: 31357	Hex: 7A7D	Char [穽]
ID: 31368	Hex: 7A88	Char [窈]
ID: 31383	Hex: 7A97	Char [窗]
ID: 31381	Hex: 7A95	Char [窕]
ID: 31384	Hex: 7A98	Char [窘]
ID: 31382	Hex: 7A96	Char [窖]
ID: 31401	Hex: 7AA9	Char [窩]
ID: 31432	Hex: 7AC8	Char [竈]
ID: 31408	Hex: 7AB0	Char [窰]
ID: 31721	Hex: 7BE9	Char [篩]
ID: 31761	Hex: 7C11	Char [簑]
ID: 31764	Hex: 7C14	Char [簔]
ID: 31718	Hex: 7BE6	Char [篦]
ID: 31717	Hex: 7BE5	Char [篥]
ID: 31744	Hex: 7C00	Char [簀]
ID: 31751	Hex: 7C07	Char [簇]
ID: 31763	Hex: 7C13	Char [簓]
ID: 31731	Hex: 7BF3	Char [篳]
ID: 31735	Hex: 7BF7	Char [篷]
ID: 31767	Hex: 7C17	Char [簗]
ID: 31757	Hex: 7C0D	Char [簍]
ID: 31734	Hex: 7BF6	Char [篶]
ID: 31779	Hex: 7C23	Char [簣]
ID: 31783	Hex: 7C27	Char [簧]
ID: 31786	Hex: 7C2A	Char [簪]
ID: 31775	Hex: 7C1F	Char [簟]
ID: 31799	Hex: 7C37	Char [簷]
ID: 31787	Hex: 7C2B	Char [簫]
ID: 31805	Hex: 7C3D	Char [簽]
ID: 31820	Hex: 7C4C	Char [籌]
ID: 31811	Hex: 7C43	Char [籃]
ID: 31828	Hex: 7C54	Char [籔]
ID: 31823	Hex: 7C4F	Char [籏]
ID: 31808	Hex: 7C40	Char [籀]
ID: 31824	Hex: 7C50	Char [籐]
ID: 31832	Hex: 7C58	Char [籘]
ID: 31839	Hex: 7C5F	Char [籟]
ID: 31844	Hex: 7C64	Char [籤]
ID: 31830	Hex: 7C56	Char [籖]
ID: 32171	Hex: 7DAB	Char [綫]
ID: 32317	Hex: 7E3D	Char [總]
ID: 32162	Hex: 7DA2	Char [綢]
ID: 32175	Hex: 7DAF	Char [綯]
ID: 32220	Hex: 7DDC	Char [緜]
ID: 32159	Hex: 7D9F	Char [綟]
ID: 32176	Hex: 7DB0	Char [綰]
ID: 32216	Hex: 7DD8	Char [緘]
ID: 32221	Hex: 7DDD	Char [緝]
ID: 32222	Hex: 7DDE	Char [緞]
ID: 32251	Hex: 7DFB	Char [緻]
ID: 32242	Hex: 7DF2	Char [緲]
ID: 32225	Hex: 7DE1	Char [緡]
ID: 32261	Hex: 7E05	Char [縅]
ID: 32266	Hex: 7E0A	Char [縊]
ID: 32289	Hex: 7E21	Char [縡]
ID: 32274	Hex: 7E12	Char [縒]
ID: 32305	Hex: 7E31	Char [縱]
ID: 32287	Hex: 7E1F	Char [縟]
ID: 32265	Hex: 7E09	Char [縉]
ID: 32267	Hex: 7E0B	Char [縋]
ID: 32290	Hex: 7E22	Char [縢]
ID: 32326	Hex: 7E46	Char [繆]
ID: 32358	Hex: 7E66	Char [繦]
ID: 32315	Hex: 7E3B	Char [縻]
ID: 32309	Hex: 7E35	Char [縵]
ID: 32313	Hex: 7E39	Char [縹]
ID: 32323	Hex: 7E43	Char [繃]
ID: 32311	Hex: 7E37	Char [縷]
ID: 32696	Hex: 7FB8	Char [羸]
ID: 35697	Hex: 8B71	Char [譱]
ID: 32709	Hex: 7FC5	Char [翅]
ID: 32710	Hex: 7FC6	Char [翆]
ID: 32714	Hex: 7FCA	Char [翊]
ID: 32725	Hex: 7FD5	Char [翕]
ID: 32742	Hex: 7FE6	Char [翦]
ID: 32745	Hex: 7FE9	Char [翩]
ID: 32755	Hex: 7FF3	Char [翳]
ID: 32761	Hex: 7FF9	Char [翹]
ID: 39132	Hex: 98DC	Char [飜]
ID: 32774	Hex: 8006	Char [耆]
ID: 32772	Hex: 8004	Char [耄]
ID: 32779	Hex: 800B	Char [耋]
ID: 32786	Hex: 8012	Char [耒]
ID: 32792	Hex: 8018	Char [耘]
ID: 32793	Hex: 8019	Char [耙]
ID: 32796	Hex: 801C	Char [耜]
ID: 32801	Hex: 8021	Char [耡]
ID: 32808	Hex: 8028	Char [耨]
ID: 32831	Hex: 803F	Char [耿]
ID: 32842	Hex: 804A	Char [聊]
ID: 32838	Hex: 8046	Char [聆]
ID: 32850	Hex: 8052	Char [聒]
ID: 32858	Hex: 805A	Char [聚]
ID: 32863	Hex: 805F	Char [聟]
ID: 32866	Hex: 8062	Char [聢]
ID: 32872	Hex: 8068	Char [聨]
ID: 33225	Hex: 81C9	Char [臉]
ID: 33229	Hex: 81CD	Char [臍]
ID: 33233	Hex: 81D1	Char [臑]
ID: 33241	Hex: 81D9	Char [臙]
ID: 33224	Hex: 81C8	Char [臈]
ID: 33242	Hex: 81DA	Char [臚]
ID: 33247	Hex: 81DF	Char [臟]
ID: 33248	Hex: 81E0	Char [臠]
ID: 33255	Hex: 81E7	Char [臧]
ID: 33274	Hex: 81FA	Char [臺]
ID: 33275	Hex: 81FB	Char [臻]
ID: 33278	Hex: 81FE	Char [臾]
ID: 33281	Hex: 8201	Char [舁]
ID: 33282	Hex: 8202	Char [舂]
ID: 33285	Hex: 8205	Char [舅]
ID: 33287	Hex: 8207	Char [與]
ID: 33290	Hex: 820A	Char [舊]
ID: 33293	Hex: 820D	Char [舍]
ID: 33302	Hex: 8216	Char [舖]
ID: 33321	Hex: 8229	Char [舩]
ID: 33323	Hex: 822B	Char [舫]
ID: 33369	Hex: 8259	Char [艙]
ID: 33373	Hex: 825D	Char [艝]
ID: 33370	Hex: 825A	Char [艚]
ID: 33375	Hex: 825F	Char [艟]
ID: 33380	Hex: 8264	Char [艤]
ID: 33811	Hex: 8413	Char [萓]
ID: 33742	Hex: 83CE	Char [菎]
ID: 33789	Hex: 83FD	Char [菽]
ID: 33795	Hex: 8403	Char [萃]
ID: 33752	Hex: 83D8	Char [菘]
ID: 33803	Hex: 840B	Char [萋]
ID: 33729	Hex: 83C1	Char [菁]
ID: 33799	Hex: 8407	Char [萇]
ID: 33760	Hex: 83E0	Char [菠]
ID: 33778	Hex: 83F2	Char [菲]
ID: 33805	Hex: 840D	Char [萍]
ID: 33725	Hex: 83BD	Char [莽]
ID: 33848	Hex: 8438	Char [萸]
ID: 34054	Hex: 8506	Char [蔆]
ID: 33787	Hex: 83FB	Char [菻]
ID: 33834	Hex: 842A	Char [萪]
ID: 33852	Hex: 843C	Char [萼]
ID: 34138	Hex: 855A	Char [蕚]
ID: 33924	Hex: 8484	Char [蒄]
ID: 33911	Hex: 8477	Char [葷]
ID: 33899	Hex: 846B	Char [葫]
ID: 33965	Hex: 84AD	Char [蒭]
ID: 33902	Hex: 846E	Char [葮]
ID: 33922	Hex: 8482	Char [蒂]
ID: 33897	Hex: 8469	Char [葩]
ID: 33862	Hex: 8446	Char [葆]
ID: 34315	Hex: 860B	Char [蘋]
ID: 34302	Hex: 85FE	Char [藾]
ID: 34298	Hex: 85FA	Char [藺]
ID: 34310	Hex: 8606	Char [蘆]
ID: 34338	Hex: 8622	Char [蘢]
ID: 34330	Hex: 861A	Char [蘚]
ID: 34352	Hex: 8630	Char [蘰]
ID: 34367	Hex: 863F	Char [蘿]
ID: 34381	Hex: 864D	Char [虍]
ID: 20053	Hex: 4E55	Char [乕]
ID: 34388	Hex: 8654	Char [虔]
ID: 34407	Hex: 8667	Char [虧]
ID: 34417	Hex: 8671	Char [虱]
ID: 34451	Hex: 8693	Char [蚓]
ID: 34467	Hex: 86A3	Char [蚣]
ID: 34473	Hex: 86A9	Char [蚩]
ID: 34474	Hex: 86AA	Char [蚪]
ID: 34443	Hex: 868B	Char [蚋]
ID: 34444	Hex: 868C	Char [蚌]
ID: 34486	Hex: 86B6	Char [蚶]
ID: 34479	Hex: 86AF	Char [蚯]
ID: 34500	Hex: 86C4	Char [蛄]
ID: 34480	Hex: 86B0	Char [蚰]
ID: 34505	Hex: 86C9	Char [蛉]
ID: 34851	Hex: 8823	Char [蠣]
ID: 34516	Hex: 86D4	Char [蛔]
ID: 34526	Hex: 86DE	Char [蛞]
ID: 34537	Hex: 86E9	Char [蛩]
ID: 34540	Hex: 86EC	Char [蛬]
ID: 34837	Hex: 8815	Char [蠕]
ID: 34850	Hex: 8822	Char [蠢]
ID: 34849	Hex: 8821	Char [蠡]
ID: 34865	Hex: 8831	Char [蠱]
ID: 34870	Hex: 8836	Char [蠶]
ID: 34873	Hex: 8839	Char [蠹]
ID: 34855	Hex: 8827	Char [蠧]
ID: 34875	Hex: 883B	Char [蠻]
ID: 34884	Hex: 8844	Char [衄]
ID: 34882	Hex: 8842	Char [衂]
ID: 34898	Hex: 8852	Char [衒]
ID: 34910	Hex: 885E	Char [衞]
ID: 34914	Hex: 8862	Char [衢]
ID: 34923	Hex: 886B	Char [衫]
ID: 34942	Hex: 887E	Char [衾]
ID: 34974	Hex: 889E	Char [袞]
ID: 34933	Hex: 8875	Char [衵]
ID: 34941	Hex: 887D	Char [衽]
ID: 34997	Hex: 88B5	Char [袵]
ID: 34930	Hex: 8872	Char [衲]
ID: 34946	Hex: 8882	Char [袂]
ID: 34967	Hex: 8897	Char [袗]
ID: 34962	Hex: 8892	Char [袒]
ID: 34990	Hex: 88AE	Char [袮]
ID: 34969	Hex: 8899	Char [袙]
ID: 34978	Hex: 88A2	Char [袢]
ID: 34957	Hex: 888D	Char [袍]
ID: 34980	Hex: 88A4	Char [袤]
ID: 34992	Hex: 88B0	Char [袰]
ID: 35007	Hex: 88BF	Char [袿]
ID: 35344	Hex: 8A10	Char [訐]
ID: 35340	Hex: 8A0C	Char [訌]
ID: 35355	Hex: 8A1B	Char [訛]
ID: 35357	Hex: 8A1D	Char [訝]
ID: 35365	Hex: 8A25	Char [訥]
ID: 35393	Hex: 8A41	Char [詁]
ID: 35419	Hex: 8A5B	Char [詛]
ID: 35410	Hex: 8A52	Char [詒]
ID: 35398	Hex: 8A46	Char [詆]
ID: 35400	Hex: 8A48	Char [詈]
ID: 35452	Hex: 8A7C	Char [詼]
ID: 35437	Hex: 8A6D	Char [詭]
ID: 35436	Hex: 8A6C	Char [詬]
ID: 35461	Hex: 8A85	Char [誅]
ID: 35458	Hex: 8A82	Char [誂]
ID: 35460	Hex: 8A84	Char [誄]
ID: 35496	Hex: 8AA8	Char [誨]
ID: 35473	Hex: 8A91	Char [誑]
ID: 35493	Hex: 8AA5	Char [誥]
ID: 35494	Hex: 8AA6	Char [誦]
ID: 35482	Hex: 8A9A	Char [誚]
ID: 35491	Hex: 8AA3	Char [誣]
ID: 35533	Hex: 8ACD	Char [諍]
ID: 35522	Hex: 8AC2	Char [諂]
ID: 35546	Hex: 8ADA	Char [諚]
ID: 35571	Hex: 8AF3	Char [諳]
ID: 35559	Hex: 8AE7	Char [諧]
ID: 35988	Hex: 8C94	Char [貔]
ID: 35964	Hex: 8C7C	Char [豼]
ID: 35992	Hex: 8C98	Char [貘]
ID: 25117	Hex: 621D	Char [戝]
ID: 36013	Hex: 8CAD	Char [貭]
ID: 36029	Hex: 8CBD	Char [貽]
ID: 36018	Hex: 8CB2	Char [貲]
ID: 36019	Hex: 8CB3	Char [貳]
ID: 36014	Hex: 8CAE	Char [貮]
ID: 36040	Hex: 8CC8	Char [賈]
ID: 36033	Hex: 8CC1	Char [賁]
ID: 36067	Hex: 8CE3	Char [賣]
ID: 36058	Hex: 8CDA	Char [賚]
ID: 36093	Hex: 8CFD	Char [賽]
ID: 36090	Hex: 8CFA	Char [賺]
ID: 36091	Hex: 8CFB	Char [賻]
ID: 36106	Hex: 8D0A	Char [贊]
ID: 36103	Hex: 8D07	Char [贇]
ID: 36111	Hex: 8D0F	Char [贏]
ID: 36109	Hex: 8D0D	Char [贍]
ID: 36112	Hex: 8D10	Char [贐]
ID: 40782	Hex: 9F4E	Char [齎]
ID: 36115	Hex: 8D13	Char [贓]
ID: 36045	Hex: 8CCD	Char [賍]
ID: 36116	Hex: 8D14	Char [贔]
ID: 36199	Hex: 8D67	Char [赧]
ID: 36549	Hex: 8EC5	Char [軅]
ID: 36552	Hex: 8EC8	Char [軈]
ID: 36571	Hex: 8EDB	Char [軛]
ID: 36579	Hex: 8EE3	Char [軣]
ID: 36604	Hex: 8EFC	Char [軼]
ID: 36603	Hex: 8EFB	Char [軻]
ID: 36587	Hex: 8EEB	Char [軫]
ID: 36606	Hex: 8EFE	Char [軾]
ID: 36618	Hex: 8F0A	Char [輊]
ID: 36613	Hex: 8F05	Char [輅]
ID: 36629	Hex: 8F15	Char [輕]
ID: 36626	Hex: 8F12	Char [輒]
ID: 36633	Hex: 8F19	Char [輙]
ID: 36627	Hex: 8F13	Char [輓]
ID: 36636	Hex: 8F1C	Char [輜]
ID: 36639	Hex: 8F1F	Char [輟]
ID: 36635	Hex: 8F1B	Char [輛]
ID: 36620	Hex: 8F0C	Char [輌]
ID: 36646	Hex: 8F26	Char [輦]
ID: 36665	Hex: 8F39	Char [輹]
ID: 36677	Hex: 8F45	Char [轅]
ID: 36674	Hex: 8F42	Char [轂]
ID: 36670	Hex: 8F3E	Char [輾]
ID: 36684	Hex: 8F4C	Char [轌]
ID: 36681	Hex: 8F49	Char [轉]
ID: 36686	Hex: 8F4E	Char [轎]
ID: 36695	Hex: 8F57	Char [轗]
ID: 36700	Hex: 8F5C	Char [轜]
ID: 37138	Hex: 9112	Char [鄒]
ID: 37145	Hex: 9119	Char [鄙]
ID: 37170	Hex: 9132	Char [鄲]
ID: 37168	Hex: 9130	Char [鄰]
ID: 37194	Hex: 914A	Char [酊]
ID: 37206	Hex: 9156	Char [酖]
ID: 37208	Hex: 9158	Char [酘]
ID: 37219	Hex: 9163	Char [酣]
ID: 37221	Hex: 9165	Char [酥]
ID: 37225	Hex: 9169	Char [酩]
ID: 37235	Hex: 9173	Char [酳]
ID: 37234	Hex: 9172	Char [酲]
ID: 37259	Hex: 918B	Char [醋]
ID: 37257	Hex: 9189	Char [醉]
ID: 37250	Hex: 9182	Char [醂]
ID: 37282	Hex: 91A2	Char [醢]
ID: 37295	Hex: 91AF	Char [醯]
ID: 37290	Hex: 91AA	Char [醪]
ID: 37301	Hex: 91B5	Char [醵]
ID: 37300	Hex: 91B4	Char [醴]
ID: 37306	Hex: 91BA	Char [醺]
ID: 37312	Hex: 91C0	Char [釀]
ID: 37313	Hex: 91C1	Char [釁]
ID: 37321	Hex: 91C9	Char [釉]
ID: 37323	Hex: 91CB	Char [釋]
ID: 37328	Hex: 91D0	Char [釐]
ID: 37334	Hex: 91D6	Char [釖]
ID: 37343	Hex: 91DF	Char [釟]
